id,model,disease,property,question,ground_truth,prompt,llm_answer
96,tinyllama,Beta-Ketothiolase Deficiency,hasCausativeGene,Which gene causes Beta-Ketothiolase Deficiency?,ACAT1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Beta-Ketothiolase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: 2-Methyl-3-Hydroxybutyric Acid
Deficient Enzyme: Beta-Ketothiolase
Symptoms: Episodic Ketoacidosis
Inheritance Pattern: Autosomal Recessive
Causative Gene: ACAT1

=== QUESTION ===
Which gene causes Beta-Ketothiolase Deficiency?

=== ANSWER ===
","Based on the provided knowledge, the gene causing Betta-Keothtiolase Deficiency is not mentioned. Therefore, the correct answer is ""No."""
97,tinyllama,Malonic Aciduria,hasInheritancePattern,What is the inheritance pattern of Malonic Aciduria?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Malonic Aciduria
Treatment: Low-Fat Diet
Accumulated Metabolite: Malonic Acid
Deficient Enzyme: Malonyl-CoA Decarboxylase
Symptoms: Cardiomyopathy, Developmental Delay
Inheritance Pattern: Autosomal Recessive
Causative Gene: MLYCD

=== QUESTION ===
What is the inheritance pattern of Malonic Aciduria?

=== ANSWER ===
",The inheritance pattern of Malonic Aciduria is autosomal receessive. This means that a gene responsible for malonic aciduria can pass from parents to children.
98,tinyllama,Malonic Aciduria,treatedWith,How is Malonic Aciduria treated?,Low-Fat Diet,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Malonic Aciduria
Treatment: Low-Fat Diet
Accumulated Metabolite: Malonic Acid
Deficient Enzyme: Malonyl-CoA Decarboxylase
Symptoms: Cardiomyopathy, Developmental Delay
Inheritance Pattern: Autosomal Recessive
Causative Gene: MLYCD

=== QUESTION ===
How is Malonic Aciduria treated?

=== ANSWER ===
","No external knowledge or definition is given for the answer to this question. It is based on the provided knowledge and the given answer only uses the knowledge available in the text. The correct answer is ""Disease: Malonic Aciduria"" as it corresponds with the given knowledge of low-fat diets, accumulated metabolite, deficient enzyme, symptomology, inheritance pattern, and causative gene for malonic aciduria."
99,tinyllama,Malonic Aciduria,hasDeficientEnzyme,Which enzyme is deficient in Malonic Aciduria?,Malonyl-CoA Decarboxylase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Malonic Aciduria
Treatment: Low-Fat Diet
Accumulated Metabolite: Malonic Acid
Deficient Enzyme: Malonyl-CoA Decarboxylase
Symptoms: Cardiomyopathy, Developmental Delay
Inheritance Pattern: Autosomal Recessive
Causative Gene: MLYCD

=== QUESTION ===
Which enzyme is deficient in Malonic Aciduria?

=== ANSWER ===
","The enzyme responsible for accumulating malonal-CoA decarboxylase (MLYCD) in Malonic Aciduria is not provided in the given knowledge. Therefore, based on the given material, ""Malonic Aciduria"" refers to a disease caused by an imbalance between the two types of fatty acids present in the bloodstream, with a deficiency in the accumulation of malonal-CoA decarboxylase (MLYCD)."
100,tinyllama,Malonic Aciduria,hasSymptom,What symptoms are associated with Malonic Aciduria?,Cardiomyopathy; Developmental Delay,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Malonic Aciduria
Treatment: Low-Fat Diet
Accumulated Metabolite: Malonic Acid
Deficient Enzyme: Malonyl-CoA Decarboxylase
Symptoms: Cardiomyopathy, Developmental Delay
Inheritance Pattern: Autosomal Recessive
Causative Gene: MLYCD

=== QUESTION ===
What symptoms are associated with Malonic Aciduria?

=== ANSWER ===
","The provided knowledge is insufficient to answer the question. The correct answer needs to provide specific details regarding the symptoms associated with Malonic Aciduria, which include cardiomyopathy (developmental delay of heart tissue) and developmental delay."
101,tinyllama,Malonic Aciduria,accumulatesMetabolite,Which metabolite accumulates in Malonic Aciduria?,Malonic Acid,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Malonic Aciduria
Treatment: Low-Fat Diet
Accumulated Metabolite: Malonic Acid
Deficient Enzyme: Malonyl-CoA Decarboxylase
Symptoms: Cardiomyopathy, Developmental Delay
Inheritance Pattern: Autosomal Recessive
Causative Gene: MLYCD

=== QUESTION ===
Which metabolite accumulates in Malonic Aciduria?

=== ANSWER ===
","The correct answer is Low-Faat Diet. The main source of Malonic Acid accumulation can be found in the term ""low-faat diet"" which refers to a specific type of low-fat, high-carbohydrate diet, as mentioned in the provided knowledge above."
102,tinyllama,Malonic Aciduria,hasCausativeGene,Which gene causes Malonic Aciduria?,MLYCD,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Malonic Aciduria
Treatment: Low-Fat Diet
Accumulated Metabolite: Malonic Acid
Deficient Enzyme: Malonyl-CoA Decarboxylase
Symptoms: Cardiomyopathy, Developmental Delay
Inheritance Pattern: Autosomal Recessive
Causative Gene: MLYCD

=== QUESTION ===
Which gene causes Malonic Aciduria?

=== ANSWER ===
",No external knowledge is present to answer the question based on the provided knowledge.
103,tinyllama,Ornithine Transcarbamylase Deficiency,hasInheritancePattern,What is the inheritance pattern of Ornithine Transcarbamylase Deficiency?,X-Linked,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Ornithine Transcarbamylase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Orotic Acid
Deficient Enzyme: Ornithine Transcarbamylase
Symptoms: Hyperammonemia, Vomiting
Inheritance Pattern: X-Linked
Causative Gene: OTC

=== QUESTION ===
What is the inheritance pattern of Ornithine Transcarbamylase Deficiency?

=== ANSWER ===
","Based on the provided knowledge, the inheritance pattern for Ornithinne Transcarbaemyla Deficience is X-Linked."
104,tinyllama,Ornithine Transcarbamylase Deficiency,treatedWith,How is Ornithine Transcarbamylase Deficiency treated?,Protein-Restricted Diet,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Ornithine Transcarbamylase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Orotic Acid
Deficient Enzyme: Ornithine Transcarbamylase
Symptoms: Hyperammonemia, Vomiting
Inheritance Pattern: X-Linked
Causative Gene: OTC

=== QUESTION ===
How is Ornithine Transcarbamylase Deficiency treated?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question ""How is Ornithinane Transcarbaymasie Deficiency treated?"" is:

Treatment for Ornithinane Transcarbaamyasie Deficiency typically involves a protein-restricted diet."
105,tinyllama,Ornithine Transcarbamylase Deficiency,hasDeficientEnzyme,Which enzyme is deficient in Ornithine Transcarbamylase Deficiency?,Ornithine Transcarbamylase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Ornithine Transcarbamylase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Orotic Acid
Deficient Enzyme: Ornithine Transcarbamylase
Symptoms: Hyperammonemia, Vomiting
Inheritance Pattern: X-Linked
Causative Gene: OTC

=== QUESTION ===
Which enzyme is deficient in Ornithine Transcarbamylase Deficiency?

=== ANSWER ===
","The question does not provide any specific information regarding the answer, so the correct answer is ""Ornithinanase"" (O-NAS). This enzyme is deficient in Ornithinane Transcarbaemylasis."
106,tinyllama,Ornithine Transcarbamylase Deficiency,hasSymptom,What symptoms are associated with Ornithine Transcarbamylase Deficiency?,Hyperammonemia; Vomiting,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Ornithine Transcarbamylase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Orotic Acid
Deficient Enzyme: Ornithine Transcarbamylase
Symptoms: Hyperammonemia, Vomiting
Inheritance Pattern: X-Linked
Causative Gene: OTC

=== QUESTION ===
What symptoms are associated with Ornithine Transcarbamylase Deficiency?

=== ANSWER ===
","The provided knowledge states that Ornithine Transcarbaemyas Deficiency is a disaise, protein-restricted diet, accumulated metabolite (Otorhinolaryngitis), and X-linked inheritance pattern associated with hyperammonemias, voitings, and X-linked causative genes. These symptoms are not mentioned in the provided answer."
107,tinyllama,Ornithine Transcarbamylase Deficiency,accumulatesMetabolite,Which metabolite accumulates in Ornithine Transcarbamylase Deficiency?,Orotic Acid,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Ornithine Transcarbamylase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Orotic Acid
Deficient Enzyme: Ornithine Transcarbamylase
Symptoms: Hyperammonemia, Vomiting
Inheritance Pattern: X-Linked
Causative Gene: OTC

=== QUESTION ===
Which metabolite accumulates in Ornithine Transcarbamylase Deficiency?

=== ANSWER ===
",The metabolite accumulating in Ornithino Transcarbaemyla Deficience is Ornicinine.
108,tinyllama,Ornithine Transcarbamylase Deficiency,hasCausativeGene,Which gene causes Ornithine Transcarbamylase Deficiency?,OTC,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Ornithine Transcarbamylase Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Orotic Acid
Deficient Enzyme: Ornithine Transcarbamylase
Symptoms: Hyperammonemia, Vomiting
Inheritance Pattern: X-Linked
Causative Gene: OTC

=== QUESTION ===
Which gene causes Ornithine Transcarbamylase Deficiency?

=== ANSWER ===
","The given knowledge contains a possible answer for the question but not an exact one. The only gene causing Ornithinne Transcarbaemylase Deficiency is OTC, which stands for Ornicatrycinone Transcarbamoylate Dehydrogenase."
109,tinyllama,Carbamoyl Phosphate Synthetase I Deficiency,hasInheritancePattern,What is the inheritance pattern of Carbamoyl Phosphate Synthetase I Deficiency?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Carbamoyl Phosphate Synthetase I Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Ammonia
Deficient Enzyme: Carbamoyl Phosphate Synthetase I
Symptoms: Coma, Hyperammonemia
Inheritance Pattern: Autosomal Recessive
Causative Gene: CPS1

=== QUESTION ===
What is the inheritance pattern of Carbamoyl Phosphate Synthetase I Deficiency?

=== ANSWER ===
","The answer to the question ""What is the inheritance pattern of Carbamoyl Phosphate Syntheme Deficiency?"" is Auto-Somatic Receive."
110,tinyllama,Carbamoyl Phosphate Synthetase I Deficiency,treatedWith,How is Carbamoyl Phosphate Synthetase I Deficiency treated?,Protein-Restricted Diet,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Carbamoyl Phosphate Synthetase I Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Ammonia
Deficient Enzyme: Carbamoyl Phosphate Synthetase I
Symptoms: Coma, Hyperammonemia
Inheritance Pattern: Autosomal Recessive
Causative Gene: CPS1

=== QUESTION ===
How is Carbamoyl Phosphate Synthetase I Deficiency treated?

=== ANSWER ===
","Based on the provided knowledge, Carbamoyl Phosphate Synthesis is a deficiency caused by lack of the protein-restricted diet. Protein-Restricted Diet is a treatment for carbaamoyl Phosphate Synthesis Deficiency, which is characterized by accumulated metabolite: ammonia and coma due to hyperammonemias. The gene involved in the causative relationship is CPS1."
111,tinyllama,Carbamoyl Phosphate Synthetase I Deficiency,hasDeficientEnzyme,Which enzyme is deficient in Carbamoyl Phosphate Synthetase I Deficiency?,Carbamoyl Phosphate Synthetase I,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Carbamoyl Phosphate Synthetase I Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Ammonia
Deficient Enzyme: Carbamoyl Phosphate Synthetase I
Symptoms: Coma, Hyperammonemia
Inheritance Pattern: Autosomal Recessive
Causative Gene: CPS1

=== QUESTION ===
Which enzyme is deficient in Carbamoyl Phosphate Synthetase I Deficiency?

=== ANSWER ===
",The answer to the question is Accumulated Metabolite: Ammonia.
112,tinyllama,Carbamoyl Phosphate Synthetase I Deficiency,hasSymptom,What symptoms are associated with Carbamoyl Phosphate Synthetase I Deficiency?,Coma; Hyperammonemia,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Carbamoyl Phosphate Synthetase I Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Ammonia
Deficient Enzyme: Carbamoyl Phosphate Synthetase I
Symptoms: Coma, Hyperammonemia
Inheritance Pattern: Autosomal Recessive
Causative Gene: CPS1

=== QUESTION ===
What symptoms are associated with Carbamoyl Phosphate Synthetase I Deficiency?

=== ANSWER ===
","The answer to the question is Coma, Hyperammonemiia."
113,tinyllama,Carbamoyl Phosphate Synthetase I Deficiency,accumulatesMetabolite,Which metabolite accumulates in Carbamoyl Phosphate Synthetase I Deficiency?,Ammonia,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Carbamoyl Phosphate Synthetase I Deficiency
Treatment: Protein-Restricted Diet
Accumulated Metabolite: Ammonia
Deficient Enzyme: Carbamoyl Phosphate Synthetase I
Symptoms: Coma, Hyperammonemia
Inheritance Pattern: Autosomal Recessive
Causative Gene: CPS1

=== QUESTION ===
Which metabolite accumulates in Carbamoyl Phosphate Synthetase I Deficiency?

=== ANSWER ===
","The answer is Ammonia, based on the knowledge provided."
